# RST localization TSV file for a build 1.3.6rc
#
# All files with tsv extension from the following directories are read on game start (relative to game installation):
#   Mods/
#   ../../workshop/content/812040/
#
# There are two ways to tell the game to use a specific language. One is by using cmd line arg
# "--language=German" and another option is to choose from the Language dropdown in the game.
#
# The game ONLY parses lines that:
# 1. start with ':' character. These are processing directives.
# 2. have at least 3 tab separated columns. These are dictionary entries. All strings are in UTF-8 encoding.
#
# Columns:
#  * "context/comment" just gives a hint where this line is in the game, it's not imported.
#  * "key" (case-sensitive) is a phrase matched in the game. If localization context is given (use-in column), both context and key must match.
#  * "translation" is what will be shown in the game.
#  * "max-len" is a hint how many characters approximately can the translation be without truncation or overflow. Not imported.
#  * "use-in" is empty by default, but localization context ids from usable-in column can be copied here to constrain where this line will be used.
#  * "usable-in" is a list of all localization context ids that can be copied into use-in. Not imported.
#
# use-in column format examples:
#  2035575234:Menu panel.prefab - points to one particular part inside menu prefab (that part has localization context id 2035575234)
#  310402963:Menu panel.prefab  - points to a different part inside menu prefab
#  2035575234:Menu panel.prefab; 310402963:Menu panel.prefab - points to both parts in menu panel
#  2035575234; 310402963 - short version of the previous line
#  2035575234:credits button in menu; 310402963:ship label in menu - same as previous line, but it shows that what's after ':' doesn't matter
#  Beam.cs - some parts of the game don't have loc ctx id, this is an example of it, it can't be used in use-in column
#
# A localization context is a non-changing integer assigned to some particular part of the game. The integer may be
# followed by some text, separated by ':', it is there just for commenting purposes and is ignored by the game.
#
# A longer guide how to edit this file and publish it in Steam Workshop is here:
# https://steamcommunity.com/sharedfiles/filedetails/?id=2244605825

# Display name should be the first non-comment, non-empty line. It marks that all the following lines are in that language.
:displayName English

# Plurals forms are used like described here, except the separator is '|'
# https://developer.mozilla.org/en-US/docs/Mozilla/Localization/Localization_and_Plurals#Developing_with_PluralForm
:mozillaPluralRuleNumber 1

# Columns (only the translation and use-in columns should be edited):
# comment	key	translation	max-len	use-in	usable-in

Beam.cs
	DEFLECT	DEFLECT	0		Beam.cs; Projectile.cs
randomizerMenuStrings[i]	Improved damage and power consumption for mining lasers	Improved damage and power consumption for mining lasers	30		1872158117:Perk Replace dual mininglasers with triple, for Bluestar.prefab

Perk Replace ECM of warpshell.prefab
displayName	ECM turret upgrade x2	ECM turret upgrade x2	40		335666066:Perk Replace ECM of warpshell.prefab
description	Upgrades both of the onboard electronic countermeasure turrets, improving ship evasion and HP.	Upgrades both of the onboard electronic countermeasure turrets, improving ship evasion and HP.	250		335666066:Perk Replace ECM of warpshell.prefab
randomizerMenuStrings[i]	Upgrades both ECM turrets	Upgrades both ECM turrets	30		335666066:Perk Replace ECM of warpshell.prefab

Perk Replace engines with rat engines for rogue rat.prefab
displayName	Engine replacement	Engine replacement	40		1688834803:Perk Replace engines with rat engines for rogue rat.prefab
description	Replaces the onboard ancient engine with modern Rat Empire variant, freshly stolen by a Rat Empire official.	Replaces the onboard ancient engine with modern Rat Empire variant, freshly stolen by a Rat Empire official.	250		1688834803:Perk Replace engines with rat engines for rogue rat.prefab
randomizerMenuStrings[i]	Replaces ship engine with new one	Replaces ship engine with new one	30		1688834803:Perk Replace engines with rat engines for rogue rat.prefab

Perk Replace fuel containers with betters.prefab
displayName	Fuel container upgrade	Fuel container upgrade	40		272967497:Perk Replace fuel containers with betters.prefab
description	The onboard fuel container is upgraded for improved capacity.	The onboard fuel container is upgraded for improved capacity.	250		272967497:Perk Replace fuel containers with betters.prefab
randomizerMenuStrings[i]	Upgrades the fuel tank	Upgrades the fuel tank	30		272967497:Perk Replace fuel containers with betters.prefab

Perk Replace Industrial lasers with MK2.prefab
displayName	Industrial lasers upgrade (x3)	Industrial lasers upgrade (x3)	40		566836399:Perk Replace Industrial lasers with MK2.prefab
description	The upgraded lasers need more power but are twice as powerful.	The upgraded lasers need more power but are twice as powerful.	250		566836399:Perk Replace Industrial lasers with MK2.prefab
randomizerMenuStrings[i]	Improves ship's main lasers	Improves ship's main lasers	30		566836399:Perk Replace Industrial lasers with MK2.prefab

Perk Replace lasers for Nuke Runner.prefab
displayName	Combat laser upgrade	Combat laser upgrade	40		1819699687:Perk Replace lasers for Nuke Runner.prefab
description	Improves the onboard laser weapon for increased damage and AOE. The upgraded laser also needs more power.	Improves the onboard laser weapon for increased damage and AOE. The upgraded laser also needs more power.	250		1819699687:Perk Replace lasers for Nuke Runner.prefab
randomizerMenuStrings[i]	Improves ship laser	Improves ship laser	30		1819699687:Perk Replace lasers for Nuke Runner.prefab

Perk Replace or improve bridge for atlas.prefab
displayName	Bridge upgrade	Bridge upgrade	40		1071540180:Perk Replace or improve bridge for atlas.prefab
description	The onboard bridge is replaced with a better one. The new bridge can be operated by three crewmembers, allowing greater boost to the ship's evasion capability.	The onboard bridge is replaced with a better one. The new bridge can be operated by three crewmembers, allowing greater boost to the ship's evasion capability.	250		1071540180:Perk Replace or improve bridge for atlas.prefab
randomizerMenuStrings[i]	Replaces the ship command bridge with a better one	Replaces the ship command bridge with a better one	30		1071540180:Perk Replace or improve bridge for atlas.prefab

Perk Replace or improve growery for Atlas.prefab
displayName	Mini-growery upgrade	Mini-growery upgrade	40		1765157179:Perk Replace or improve growery for Atlas.prefab
description	The onboard minigrowery is replaced with a better organics garden. The new module can be operated by 4 crew to maximise organics production.	The onboard minigrowery is replaced with a better organics garden. The new module can be operated by 4 crew to maximise organics production.	250		1765157179:Perk Replace or improve growery for Atlas.prefab
randomizerMenuStrings[i]	Replaces the life garden module with a bigger & better one	Replaces the life garden module with a bigger & better one	30		1765157179:Perk Replace or improve growery for Atlas.prefab
randomizerMenuStrings[i]	-70 organics	-70 organics	30		1765157179:Perk Replace or improve growery for Atlas.prefab

Perk Replace or improve lab for atlas.prefab
displayName	Lab upgrade	Lab upgrade	40		1512141944:Perk Replace or improve lab for atlas.prefab
description	The onboard laboratory is replaced with a better one. The new module allows researching (and generating credits) faster than older models.	The onboard laboratory is replaced with a better one. The new module allows researching (and generating credits) faster than older models.	250		1512141944:Perk Replace or improve lab for atlas.prefab
randomizerMenuStrings[i]	Replaces the lab module	Replaces the lab module	30		1512141944:Perk Replace or improve lab for atlas.prefab

Perk Replace organics containers with betters for gardenship.prefab
displayName	Organics containers upgrade (x2)	Organics containers upgrade (x2)	40		2032285499:Perk Replace organics containers with betters for gardenship.prefab
description	Both onboard organics containers are upgraded for improved capacity. All organics containers have acitve biotech within, turning any organic matter into human-consumable form.	Both onboard organics containers are upgraded for improved capacity. All organics containers have active biotech within, turning any organic matter into human-consumable form.	250		2032285499:Perk Replace organics containers with betters for gardenship.prefab
randomizerMenuStrings[i]	Improves two organics containers	Improves two organics containers	30		2032285499:Perk Replace organics containers with betters for gardenship.prefab

Perk Replace Rat firecannon1 with 2.prefab
displayName	Incendiary cannon upgrade	Incendiary cannon upgrade	40		2114506397:Perk Replace Rat firecannon1 with 2.prefab
description	Upgrades the onboard incendiary gun for double firepower.	Upgrades the onboard incendiary gun for double firepower.	250		2114506397:Perk Replace Rat firecannon1 with 2.prefab
randomizerMenuStrings[i]	Upgrades secondary cannon	Upgrades secondary cannon	30		2114506397:Perk Replace Rat firecannon1 with 2.prefab
randomizerMenuStrings[i]	-20 synthetics	-20 synthetics	30		2114506397:Perk Replace Rat firecannon1 with 2.prefab

Perk Replace Rat gatling cannon.prefab
displayName	Gatling cannon upgrade (x2)	Gatling cannon upgrade (x2)	40		1794605234:Perk Replace Rat gatling cannon.prefab
description	Upgrades main cannons for increased firepower. The new guns also consume more explosives.	Upgrades main cannons for increased firepower. The new guns also consume more explosives.	250		1794605234:Perk Replace Rat gatling cannon.prefab
randomizerMenuStrings[i]	Upgrades main cannons	Upgrades main cannons	30		1794605234:Perk Replace Rat gatling cannon.prefab

Perk Replace sensor with new for bluestar.prefab
displayName	Sensor replacement	Sensor replacement	40		3870557:Perk Replace sensor with new for bluestar.prefab
description	The onboard sensor is replaced with a new, more efficient one.	The onboard sensor is replaced with a new, more efficient one.	250		3870557:Perk Replace sensor with new for bluestar.prefab
randomizerMenuStrings[i]	Replaces sensor with better one	Replaces sensor with better one	30		3870557:Perk Replace sensor with new for bluestar.prefab

Perk Replace shield 2old.prefab
displayName	Shield generator replacement	Shield generator replacement	40		1114131722:Perk Replace shield 2old.prefab
description	The onboard shield generator is replaced with a new, more efficient one.	The onboard shield generator is replaced with a new, more efficient one.	250		1114131722:Perk Replace shield 2old.prefab
randomizerMenuStrings[i]	Replaces shield generator	Replaces shield generator	30		1114131722:Perk Replace shield 2old.prefab

Perk Replace sniper2 with sniper3.prefab
displayName	Sniper cannon upgrade	Sniper cannon upgrade	40		883360183:Perk Replace sniper2 with sniper3.prefab
description	Adds a third barrel to the onboard sniper cannon for improved damage and AOE.	Adds a third barrel to the onboard sniper cannon for improved damage and AOE.	250		883360183:Perk Replace sniper2 with sniper3.prefab
randomizerMenuStrings[i]	Improves ship sniper cannon	Improves ship sniper cannon	30		883360183:Perk Replace sniper2 with sniper3.prefab
randomizerMenuStrings[i]	-30 metal	-30 metal	30		883360183:Perk Replace sniper2 with sniper3.prefab

Perk Replace terran smallreactor old.prefab
displayName	Reactor replacement	Reactor replacement	40		1908150008:Perk Replace terran smallreactor old.prefab
description	The old ship reactor is replaced with a new, more efficient one. Zero chance of malfunctions.	The old ship reactor is replaced with a new, more efficient one. Zero chance of malfunctions.	250		1908150008:Perk Replace terran smallreactor old.prefab
randomizerMenuStrings[i]	Replaces ship reactor	Replaces ship reactor	30		1908150008:Perk Replace terran smallreactor old.prefab

Perk Replace terran smallreactor oldx2.prefab
displayName	Reactor replacement x2	Reactor replacement x2	40		1666507194:Perk Replace terran smallreactor oldx2.prefab
description	Two old ship reactors are replaced with new ones. Zero chance of malfunctions.	Two old ship reactors are replaced with new ones. Zero chance of malfunctions.	250		1666507194:Perk Replace terran smallreactor oldx2.prefab
randomizerMenuStrings[i]	Replaces 2 ship reactors	Replaces 2 ship reactors	30		1666507194:Perk Replace terran smallreactor oldx2.prefab

Perk TESTER PACKAGE.prefab
displayName	GAME TESTER PACKAGE	GAME TESTER PACKAGE	40		2106414951:Perk TESTER PACKAGE.prefab
description	Package of cool stuff for testers of level 6-8.	Package of cool stuff for testers of level 6-8.	250		2106414951:Perk TESTER PACKAGE.prefab
randomizerMenuStrings[i]	+ 6 modules & extra resources	+ 6 modules & extra resources	30		2106414951:Perk TESTER PACKAGE.prefab

Perk war animal for weirdship.prefab
displayName	War animal, type "Red Ripper"	War animal, type "Red Ripper"	40		907765912:Perk war animal for weirdship.prefab
description	Genetically engineered combat animal that eats a lot during ship travel if not in cryosleep. It's external carapace is very thick, but the creature is too unsophisticated to use weapons.	Genetically engineered combat animal that eats a lot during ship travel if not in cryosleep. It's external carapace is very thick, but the creature is too unsophisticated to use weapons.	250		907765912:Perk war animal for weirdship.prefab
randomizerMenuStrings[i]	+1 trained combat animal	+1 trained combat animal	30		907765912:Perk war animal for weirdship.prefab
randomizerMenuStrings[i]	-eats a lot during ship travel	-eats a lot during ship travel	30		907765912:Perk war animal for weirdship.prefab
randomizerMenuStrings[i]	-166 credits	-166 credits	30		907765912:Perk war animal for weirdship.prefab

Perk warpshell extra deflection.prefab
displayName	External tissue enhancement	External tissue enhancement	40		1763651597:Perk warpshell extra deflection.prefab
description	The living part of Warpshell ship can be easily modified using a variety of biotech solutions. This one improves the ship's internal kinetic bumpers, improving overall deflection chance.	The living part of Warpshell ship can be easily modified using a variety of biotech solutions. This one improves the ship's internal kinetic bumpers, improving overall deflection chance.	250		1763651597:Perk warpshell extra deflection.prefab
randomizerMenuStrings[i]	+3% deflection	+3% deflection	30		1763651597:Perk warpshell extra deflection.prefab
randomizerMenuStrings[i]	-66 organics	-66 organics	30		1763651597:Perk warpshell extra deflection.prefab

Perk warpshell extra hitpoints.prefab
displayName	The good diet	The good diet	40		1570827982:Perk warpshell extra hitpoints.prefab
description	The living part of Warpshell ship has a range of exotic nutriets it needs to consume, couple of times a year. If this diet is carefully optimized, the ship's living tissue will grow more resistant to damage.	The living part of Warpshell ship has a range of exotic nutrients it needs to consume, couple of times a year. If this diet is carefully optimized, the ship's living tissue will grow more resistant to damage.	250		1570827982:Perk warpshell extra hitpoints.prefab
